timestamp,gpu_util,memory_used_mb,memory_total_mb,power_draw_w
2026/03/09 23:44:29.559,4.0,1441.0,10240.0,102.69
2026/03/09 23:44:30.650,8.0,1450.0,10240.0,69.18
2026/03/09 23:44:31.718,14.0,1443.0,10240.0,44.21
2026/03/09 23:44:32.764,3.0,1850.0,10240.0,61.69
2026/03/09 23:44:33.807,100.0,2018.0,10240.0,122.06
2026/03/09 23:44:34.851,3.0,1671.0,10240.0,127.6
